nuts2_code;biomass_production_twh_medium_total;biomass_production_twh_low_total;biomass_production_twh_high_total;biomass_production_twh_medium_agri&landscape _residues;biomass_production_twh_low_agri&landscape _residues;biomass_production_twh_high_agri&landscape _residues;biomass_production_twh_medium_energy_crops;biomass_production_twh_low_energy_crops;biomass_production_twh_high_energy_crops;biomass_production_twh_medium_forestry;biomass_production_twh_low_forestry;biomass_production_twh_high_forestry;wind_onshore_capacity_gw_medium;wind_onshore_capacity_gw_low;wind_onshore_capacity_gw_high;wind_onshore_production_twh_medium;wind_onshore_production_twh_low;wind_onshore_production_twh_high;wind_onshore_land_use_percentage_medium;wind_onshore_land_use_percentage_low;wind_onshore_land_use_percentage_high;solar_capacity_gw_medium_total;solar_capacity_gw_low_total;solar_capacity_gw_high_total;solar_capacity_gw_medium_pv_roof;solar_capacity_gw_low_pv_roof;solar_capacity_gw_high_pv_roof;solar_capacity_gw_medium_pv_ground;solar_capacity_gw_low_pv_ground;solar_capacity_gw_high_pv_ground;solar_capacity_gw_medium_csp;solar_capacity_gw_low_csp;solar_capacity_gw_high_csp;solar_production_twh_medium_total;solar_production_twh_low_total;solar_production_twh_high_total;solar_production_twh_medium_pv_roof;solar_production_twh_low_pv_roof;solar_production_twh_high_pv_roof;solar_production_twh_medium_pv_ground;solar_production_twh_low_pv_ground;solar_production_twh_high_pv_ground;solar_production_twh_medium_csp;solar_production_twh_low_csp;solar_production_twh_high_csp
FR62;19.677477;15.634466;30.565025;6.793506;2.751583;11.135692;9.269825;9.268736;12.730192;3.614147;3.614147;6.699142;76.9840757;37.36661159;85.33559948;174.9190606;84.90239752;193.8949421;0.337834671;0.163978548;0.374484254;142.13;71.07;250.82;7.23;3.61;12.76;134.9;67.45;238.06;0;0;0;165.74;82.87;292.47;8.43;4.22;14.88;157.3;78.65;277.6;0;0;0
FR63;7.638209;5.273823;13.312175;3.016958;0.860742;5.164483;1.779186;1.571017;3.009889;2.842065;2.842065;5.137803;26.86307538;10.32012868;30.50366546;56.7715678;21.81023121;64.46547489;0.314684887;0.120894145;0.357332226;48.97;24.48;86.41;1.81;0.91;3.2;47.15;23.58;83.21;0;0;0;52.47;26.23;92.59;1.94;0.97;3.43;50.53;25.26;89.16;0;0;0
FR71;14.219184;10.353293;24.596356;5.757583;2.521133;9.094186;3.571578;2.942136;6.334275;4.890023;4.890023;9.167894;29.29286621;7.458493144;36.3784347;73.12437855;18.61878835;90.81222748;0.130358534;0.033191639;0.161890591;100.71;50.35;177.72;15.72;7.86;27.74;84.45;42.23;149.03;0.54;0.27;0.95;113.9;56.95;201.01;17.78;8.89;31.37;95.52;47.76;168.56;0.61;0.31;1.08
FR72;12.169338;8.298621;21.778506;5.069464;1.655886;8.795589;3.441678;2.984539;6.149675;3.658196;3.658196;6.833242;44.04;14.615;50.165;101.7107199;33.7534553;115.8564547;0.337212864;0.111906585;0.384111792;69.73;34.86;123.05;3.32;1.66;5.86;66.41;33.2;117.19;0;0;0;74.92;37.46;132.22;3.57;1.78;6.3;71.35;35.68;125.92;0;0;0
FR81;6.554245;5.22672;11.040839;1.714308;0.907825;2.515683;2.479642;1.9586;4.202608;2.360295;2.360295;4.322547;42.07;17.49;47.49;119.8238903;49.81506635;135.2611493;0.304998731;0.126798855;0.344292602;61.33;30.67;108.23;6.72;3.36;11.86;50.63;25.31;89.34;3.98;1.99;7.03;76.6;38.3;135.18;8.39;4.2;14.81;63.23;31.62;111.59;4.97;2.49;8.78
FR82;4.919849;4.323933;8.535408;1.155603;0.786164;1.632403;1.359903;1.133425;2.379247;2.404344;2.404344;4.523758;19.07592494;10.66147392;21.08208219;50.67610364;28.32271351;56.00555597;0.120894385;0.067567488;0.133608481;46.9;23.45;82.77;12.08;6.04;21.31;24.4;12.2;43.07;10.42;5.21;18.4;63.91;31.95;112.78;16.45;8.23;29.04;33.25;16.63;58.68;14.2;7.1;25.07
FR83;0.629111;0.485358;1.226769;0.270356;0.182158;0.340244;0.084833;0.029278;0.335;0.273922;0.273922;0.551525;1.913675896;1.25375029;2.022038064;4.159275609;2.724961427;4.394795179;0.044785301;0.029341219;0.047321275;6.16;3.08;10.88;0.79;0.39;1.39;5.24;2.62;9.24;0.14;0.07;0.24;7.99;4;14.1;1.02;0.51;1.8;6.79;3.4;11.98;0.18;0.09;0.32
HR03;2.861956;2.559102;6.005772;0.784647;0.481793;1.103624;0.625381;0.625381;0.687942;1.451928;1.451928;4.214207;14.35340441;7.066196951;16.11534926;33.15651281;16.32298813;37.22662366;0.119467347;0.058813908;0.1341325;25.23;12.61;44.52;3.42;1.71;6.04;21.75;10.88;38.39;0.06;0.03;0.1;30.09;15.05;53.1;4.08;2.04;7.2;25.94;12.97;45.78;0.07;0.03;0.12
HR04;15.95637;14.549658;21.151081;3.453012;2.0463;5.000758;10.580286;10.580286;11.638325;1.923072;1.923072;4.511998;9.955102926;3.685024504;11.48694116;19.62150787;7.263183298;22.64076102;0.063424458;0.023477475;0.073183876;74.23;37.11;130.99;6.91;3.45;12.19;67.32;33.66;118.8;0;0;0;82.44;41.22;145.49;7.67;3.84;13.54;74.77;37.39;131.95;0;0;0
HU10;5.88763;4.472422;9.669417;1.461008;0.999817;1.957381;3.990044;3.036028;6.402939;0.436577;0.436577;1.309097;1.914740196;1.55317647;3.625485294;3.773952926;3.061310823;7.145831514;0.055531908;0.045045721;0.105147485;25.11;12.55;44.3;7.1;3.55;12.53;18.01;9;31.78;0;0;0;27.57;13.79;48.66;7.8;3.9;13.76;19.78;9.89;34.9;0;0;0
HU21;9.654361;7.749097;13.220642;4.357253;3.374767;5.474869;4.660339;3.737561;5.895794;0.636769;0.636769;1.849978;13.18;10.19;25.88;27.24712564;21.06587331;53.50194322;0.237093002;0.18330635;0.465551358;36.38;18.19;64.19;2.64;1.32;4.67;33.73;16.87;59.53;0;0;0;39.87;19.94;70.36;2.9;1.45;5.12;36.97;18.49;65.25;0;0;0
HU22;9.169749;7.193874;13.592303;3.908978;2.844764;5.109311;4.215458;3.303797;5.364778;1.045313;1.045313;3.118214;10.33362111;7.516701556;23.29243425;22.65868755;16.48198538;51.07367345;0.182459982;0.132721843;0.411272786;34.77;17.38;61.35;2.43;1.21;4.28;32.34;16.17;57.07;0;0;0;37.89;18.94;66.86;2.65;1.32;4.67;35.24;17.62;62.19;0;0;0
HU23;12.636163;10.347357;17.197308;5.122469;3.838119;6.599586;6.468381;5.463925;7.570803;1.045313;1.045313;3.026919;17.43846925;13.97122326;30.66734625;35.24774893;28.23952966;61.98680088;0.245560364;0.196736228;0.43184322;45.18;22.59;79.72;2.27;1.13;4;42.91;21.46;75.73;0;0;0;50.63;25.31;89.35;2.54;1.27;4.48;48.09;24.05;84.87;0;0;0
HU31;9.078065;6.755838;14.2713;2.573972;1.8424;3.4143;5.458781;3.868125;7.974064;1.045313;1.045313;2.882936;0;0;0;0;0;0;0;0;0;39.33;19.67;69.41;2.88;1.44;5.08;36.45;18.23;64.33;0;0;0;41.58;20.79;73.38;3.04;1.52;5.37;38.54;19.27;68.01;0;0;0
HU32;15.447452;12.169091;21.187172;7.090031;5.573644;8.845239;7.702469;5.940494;10.322719;0.654952;0.654952;2.019214;0;0;0;0;0;0;0;0;0;66.94;33.47;118.13;3.64;1.82;6.43;63.3;31.65;111.7;0;0;0;73.43;36.72;129.59;4;2;7.05;69.44;34.72;122.53;0;0;0
HU33;17.257686;13.011067;23.454047;7.349483;5.534517;9.413447;9.216883;6.785231;11.88025;0.691319;0.691319;2.16035;10.21048189;8.938081436;14.92974885;20.1248598;17.61695851;29.42653498;0.111547298;0.097646599;0.163104264;73.69;36.85;130.05;3.16;1.58;5.57;70.54;35.27;124.48;0;0;0;83.78;41.89;147.85;3.59;1.79;6.33;80.19;40.1;141.52;0;0;0
IE01;4.620592;2.941106;9.898425;2.400833;1.313572;3.513703;1.939592;1.347367;2.864089;0.280167;0.280167;3.520633;71.64;35.185;78.49;279.7514508;137.3960748;306.5004379;0.435091555;0.213689229;0.476693693;98.03;49.01;172.99;3;1.5;5.3;95.03;47.51;167.7;0;0;0;77.03;38.51;135.93;2.36;1.18;4.16;74.67;37.33;131.77;0;0;0
IE02;7.421119;3.448975;13.226186;3.968778;1.102103;6.860247;3.274175;2.168706;4.134953;0.178167;0.178167;2.230986;74.86;35.715;85.025;293.3357285;139.9477096;333.1668489;0.413774044;0.197407694;0.469959098;128.58;64.29;226.91;8.21;4.1;14.49;120.38;60.19;212.43;0;0;0;107.05;53.53;188.92;6.83;3.42;12.06;100.22;50.11;176.86;0;0;0
ITC1;18.866927;11.697982;30.938422;11.070775;5.123686;17.446969;6.053281;4.831425;9.183608;1.742871;1.742871;4.307844;4.939936759;2.746882643;7.50784909;11.78118573;6.5510018;17.90536375;0.038930859;0.021647747;0.05916817;64.35;32.17;113.55;9.79;4.89;17.27;54.56;27.28;96.28;0;0;0;74.22;37.11;130.98;11.29;5.64;19.92;62.94;31.47;111.06;0;0;0
ITC2;0.307044;0.24678;0.941089;0.073406;0.040919;0.131078;0.111178;0.0834;0.500094;0.122461;0.122461;0.309917;1.281211539;1.090581448;1.438592195;3.138052981;2.671145444;3.523523157;0.078626053;0.066927367;0.088284271;2.44;1.22;4.31;0.31;0.16;0.55;2.13;1.06;3.75;0;0;0;2.26;1.13;3.98;0.29;0.14;0.51;1.97;0.98;3.47;0;0;0
ITC3;1.683061;1.55945;3.806858;0.309831;0.269553;0.373983;0.200992;0.117658;0.507231;1.172239;1.172239;2.925644;0.311213333;0.194912157;0.475973333;0.702558869;0.440010918;1.074501799;0.011616772;0.007275556;0.017766828;6.7;3.35;11.82;3.51;1.76;6.2;3.19;1.59;5.63;0;0;0;8.15;4.07;14.38;4.27;2.14;7.54;3.88;1.94;6.84;0;0;0
ITC4;19.600474;13.990699;27.828414;10.742092;5.9537;15.736442;7.526728;6.705344;8.943256;1.331655;1.331655;3.148717;1.679301896;0.791038238;3.080162404;3.309904037;1.559136367;6.071000099;0.01408574;0.006635114;0.025835954;76.04;38.02;134.18;22;11;38.82;54.04;27.02;95.36;0;0;0;93.23;46.61;164.52;26.97;13.48;47.59;66.26;33.13;116.92;0;0;0
ITF1;3.151684;2.454618;5.29345;0.947317;0.582692;1.27075;1.492797;1.160356;2.317128;0.71157;0.71157;1.705572;2.100786228;1.130702296;3.473690821;4.582853586;2.466620832;7.577837391;0.038932287;0.020954453;0.064375293;23.89;11.94;42.15;3.15;1.57;5.56;20.74;10.37;36.59;0;0;0;28.96;14.48;51.1;3.82;1.91;6.74;25.14;12.57;44.36;0;0;0
ITF2;2.441762;1.953556;3.494642;0.995297;0.625253;1.272622;1.268572;1.150411;1.823197;0.177893;0.177893;0.398822;3.373364494;2.318199578;4.4827563;7.094834718;4.875619839;9.428099183;0.152330752;0.104682754;0.202427469;13.75;6.88;24.27;0.75;0.37;1.32;13.01;6.5;22.95;0;0;0;17.25;8.62;30.44;0.94;0.47;1.66;16.31;8.15;28.78;0;0;0
ITF3;4.548909;3.007864;7.940683;1.746047;0.842661;2.644528;1.845469;1.207811;3.11055;0.957392;0.957392;2.185606;4.545485296;2.79682059;6.796500003;9.87575377;6.076515417;14.76642342;0.066894559;0.041159979;0.100022075;43.12;21.56;76.09;12.95;6.47;22.85;29.71;14.85;52.43;0.46;0.23;0.82;54.7;27.35;96.53;16.42;8.21;28.98;37.69;18.84;66.51;0.59;0.29;1.04
ITF4;10.373436;7.36295;15.259769;2.601006;1.375028;3.936803;7.576061;5.791553;10.847525;0.19637;0.19637;0.475442;42.22948529;30.17777206;54.75286397;86.73054879;61.9788452;112.4509548;0.440234405;0.314597572;0.570788261;86.83;43.41;153.22;9.02;4.51;15.92;75.59;37.79;133.39;2.22;1.11;3.92;116.74;58.37;206.01;12.13;6.06;21.4;101.63;50.81;179.34;2.98;1.49;5.26
ITF5;4.41864;3.352515;6.637036;0.639428;0.350814;1.038072;3.386472;2.608961;4.680697;0.39274;0.39274;0.918267;13.19878675;10.95172058;15.14354305;28.04662194;23.2717425;32.17911122;0.26431935;0.219319527;0.303265106;29.58;14.79;52.2;1.29;0.64;2.27;28.29;14.14;49.92;0;0;0;36.52;18.26;64.44;1.59;0.8;2.81;34.93;17.46;61.63;0;0;0
ITF6;3.150281;2.234234;6.072703;0.855222;0.522411;1.163883;1.263758;0.680522;2.551247;1.031301;1.031301;2.357572;9.882726904;7.277844547;12.25449581;21.60402008;15.90964733;26.78879789;0.131480435;0.096824912;0.163034601;38.74;19.37;68.37;4.37;2.18;7.71;33.97;16.99;59.95;0.4;0.2;0.71;52.1;26.05;91.95;5.87;2.94;10.37;45.69;22.84;80.63;0.54;0.27;0.96
ITG1;7.311453;3.622714;13.725161;2.439219;1.221914;3.627181;4.461017;1.989583;9.048775;0.411217;0.411217;1.049206;37.58895707;29.43449886;45.11635452;80.38242946;62.94445796;96.47945746;0.292703294;0.229204944;0.351318755;101.93;50.96;179.87;11.24;5.62;19.83;79.22;39.61;139.8;11.47;5.73;20.24;142.27;71.14;251.07;15.69;7.84;27.68;110.58;55.29;195.14;16.01;8.01;28.25
ITG2;2.557921;1.290135;5.955831;0.721742;0.155189;1.288158;1.584378;0.883144;4.037244;0.251801;0.251801;0.630428;41.93511764;32.51594117;50.13958823;93.3878812;72.41174037;111.6589191;0.351642427;0.272658934;0.420440134;59.15;29.58;104.39;4.08;2.04;7.21;50.76;25.38;89.57;4.31;2.16;7.61;79.58;39.79;140.43;5.49;2.75;9.7;68.28;34.14;120.49;5.8;2.9;10.24
ITH1;1.229631;1.051112;2.833639;0.202742;0.163111;0.26605;0.389228;0.250339;1.000344;0.637662;0.637662;1.567244;1.578568011;1.274328581;1.910623616;3.699759173;2.986699861;4.478012479;0.04252035;0.034325349;0.051464609;6.09;3.05;10.76;1.14;0.57;2.01;4.96;2.48;8.75;0;0;0;6.58;3.29;11.62;1.23;0.61;2.17;5.35;2.68;9.45;0;0;0
ITH2;1.858437;1.770359;4.042997;0.293853;0.289108;0.325125;0.195975;0.112642;0.557228;1.368609;1.368609;3.160644;0.686277249;0.570791522;0.861496972;1.596057745;1.327475494;2.00356185;0.022166578;0.018436419;0.02782613;5.95;2.97;10.49;1.28;0.64;2.26;4.67;2.33;8.24;0;0;0;6.73;3.36;11.88;1.45;0.72;2.56;5.28;2.64;9.32;0;0;0
ITH3;23.661831;17.585197;32.093694;8.632328;4.822181;12.832522;13.734803;11.468317;16.297236;1.2947;1.2947;2.963936;0;0;0;0;0;0;0;0;0;62.36;31.18;110.05;11.87;5.93;20.94;50.5;25.25;89.11;0;0;0;71.87;35.93;126.83;13.68;6.84;24.13;58.19;29.1;102.69;0;0;0
ITH4;5.043316;3.511685;8.591519;1.838867;1.113564;2.674228;1.995256;1.188928;3.080911;1.209194;1.209194;2.836381;1.073719015;0.582810393;1.684099939;2.33534356;1.267615156;3.662924742;0.02780215;0.015090896;0.043606938;18.85;9.43;33.27;3.04;1.52;5.36;15.82;7.91;27.91;0;0;0;21.39;10.7;37.75;3.45;1.72;6.08;17.94;8.97;31.67;0;0;0
ITH5;23.241362;19.975456;29.521472;4.708936;2.786831;6.741333;17.163817;15.820017;19.685775;1.368609;1.368609;3.094364;0;0;0;0;0;0;0;0;0;78.14;39.07;137.9;9.81;4.9;17.31;68.33;34.17;120.59;0;0;0;95.97;47.98;169.35;12.04;6.02;21.25;83.92;41.96;148.1;0;0;0
ITI1;7.13135;4.795992;13.688972;1.507267;0.789831;2.413022;3.599336;1.981414;6.323164;2.024748;2.024748;4.952786;3.827258052;2.723738131;5.080620476;7.54352562;5.368487857;10.01390296;0.033493113;0.023835986;0.044461543;54.69;27.35;96.52;8.27;4.14;14.6;45.83;22.92;80.88;0.59;0.29;1.04;69.56;34.78;122.75;10.52;5.26;18.56;58.29;29.15;102.87;0.75;0.37;1.32
ITI2;3.185571;1.98711;4.980144;0.958722;0.389753;1.526147;1.944972;1.315481;2.783886;0.281876;0.281876;0.670111;2.787519606;1.885570587;3.777059475;6.038265241;4.084482602;8.181785301;0.065557846;0.044345498;0.088830185;23.53;11.77;41.53;2.1;1.05;3.7;21.44;10.72;37.83;0;0;0;29.99;14.99;52.92;2.67;1.34;4.72;27.31;13.66;48.2;0;0;0
ITI3;5.7614;4.4861;8.558933;1.249864;0.711625;1.787036;3.977858;3.240797;5.511678;0.533678;0.533678;1.260219;2.555490445;1.509057355;3.75672133;5.036871668;2.974352048;7.404497741;0.05449969;0.032182925;0.080117751;33.52;16.76;59.16;3.43;1.71;6.05;30.1;15.05;53.11;0;0;0;41.95;20.98;74.04;4.29;2.14;7.57;37.66;18.83;66.47;0;0;0
ITI4;4.935063;3.178169;8.239467;1.514742;0.714797;2.2748;2.211128;1.254178;3.104514;1.209194;1.209194;2.860153;2.713831368;1.564294115;4.274145091;5.348961626;3.083223701;8.424339974;0.031664796;0.018252075;0.049870429;56.04;28.02;98.89;12.95;6.47;22.85;41.15;20.58;72.62;1.94;0.97;3.42;73.05;36.52;128.91;16.88;8.44;29.79;53.65;26.82;94.67;2.53;1.26;4.46
LT00;40.818094;32.314442;55.894925;8.744633;6.962208;10.692925;27.409572;20.688344;32.522736;4.663889;4.663889;12.679264;128.31;57.305;142.38;322.9040508;144.2133632;358.3125146;0.395426599;0.176602925;0.438787617;186.67;93.34;329.43;7.39;3.69;13.04;179.29;89.64;316.39;0;0;0;160.95;80.47;284.02;6.37;3.19;11.24;154.58;77.29;272.78;0;0;0
LU00;0.988181;0.468508;2.447156;0.575398;0.088105;1.083546;0.132228;0.099847;0.145447;0.280556;0.280556;1.218163;0.693806723;0.066252101;0.885201681;1.36749305;0.130582891;1.744732513;0.053246871;0.005084582;0.067935662;6.18;3.09;10.9;1.34;0.67;2.37;4.83;2.42;8.53;0;0;0;5.54;2.77;9.77;1.2;0.6;2.12;4.34;2.17;7.65;0;0;0
LV00;19.811339;16.390294;38.614811;5.327389;4.045153;6.663042;4.417283;2.278475;7.325697;10.066667;10.066667;24.626072;79.455;50.88;84.96;192.8324857;123.4826867;206.1927882;0.246486738;0.157840856;0.263564449;96.4;48.2;170.12;4.9;2.45;8.66;91.49;45.75;161.46;0;0;0;82.43;41.21;145.46;4.19;2.1;7.4;78.23;39.12;138.06;0;0;0
MT00;0.123689;0.010629;0.238712;0.123689;0.010629;0.238712;0;0;0;0;0;0;0.05;0;0.105;0.119022175;0;0.249946569;0.035087719;0;0.073684211;1.54;0.77;2.72;0.93;0.46;1.63;0.4;0.2;0.71;0.21;0.11;0.38;2.37;1.19;4.18;1.42;0.71;2.51;0.62;0.31;1.09;0.33;0.16;0.58
NL11;2.481381;1.869095;3.318358;0.830408;0.354747;1.415289;1.638053;1.501428;1.868461;0.01292;0.01292;0.034608;5.21;0.46;5.21;15.68718626;1.385049075;15.68718626;0.435618729;0.038461538;0.435618729;10.9;5.45;19.23;1.42;0.71;2.51;9.48;4.74;16.72;0;0;0;9.46;4.73;16.69;1.23;0.62;2.18;8.22;4.11;14.51;0;0;0
NL12;2.419417;1.443198;3.801106;1.528639;0.609417;2.446444;0.877858;0.820861;1.315661;0.01292;0.01292;0.039;4.265;0.405;4.265;13.41741278;1.274103675;13.41741278;0.245679724;0.023329493;0.245679724;8.6;4.3;15.18;1.57;0.79;2.78;7.03;3.51;12.4;0;0;0;7.73;3.87;13.64;1.41;0.71;2.5;6.32;3.16;11.14;0;0;0
NL13;2.533858;2.055331;3.126122;0.9046;0.509406;1.296239;1.473875;1.390542;1.646289;0.155383;0.155383;0.183594;5.78;0.505;5.78;14.14870305;1.236175613;14.14870305;0.42830678;0.037421267;0.42830678;10.62;5.31;18.74;1.19;0.6;2.1;9.43;4.71;16.64;0;0;0;9.1;4.55;16.06;1.02;0.51;1.8;8.08;4.04;14.26;0;0;0
NL21;2.812726;1.808065;4.063986;1.852044;0.880203;2.808522;0.751681;0.718861;0.987947;0.209001;0.209001;0.267517;6.125;0.515;6.125;14.96153894;1.257990621;14.96153894;0.357142857;0.030029155;0.357142857;13.83;6.91;24.4;2.69;1.35;4.75;11.13;5.57;19.65;0;0;0;12.13;6.06;21.4;2.36;1.18;4.17;9.76;4.88;17.23;0;0;0
NL22;4.074763;2.834463;5.735369;2.572219;1.396369;3.718025;1.0994;1.03495;1.345464;0.403144;0.403144;0.671881;6.05;0.56;6.05;13.49432348;1.249061347;13.49432348;0.236005461;0.021845134;0.236005461;17.44;8.72;30.77;4.78;2.39;8.44;12.65;6.33;22.33;0;0;0;15.38;7.69;27.14;4.22;2.11;7.45;11.16;5.58;19.69;0;0;0
NL23;1.466072;1.24535;1.750733;0.384725;0.193581;0.562456;1.081347;1.051769;1.186694;0;0;0.001583;2.865;0.31;2.865;8.893106831;0.962255888;8.893106831;0.369916075;0.040025823;0.369916075;5.8;2.9;10.23;0.97;0.48;1.71;4.83;2.41;8.52;0;0;0;5.3;2.65;9.36;0.89;0.44;1.56;4.42;2.21;7.8;0;0;0
NL31;0.654979;0.376543;1.115569;0.39975;0.149092;0.678136;0.229389;0.201611;0.341225;0.02584;0.02584;0.096208;1.645;0.07;1.645;4.592485708;0.195424924;4.592485708;0.22815534;0.009708738;0.22815534;6.56;3.28;11.58;2.72;1.36;4.8;3.84;1.92;6.78;0;0;0;5.84;2.92;10.3;2.42;1.21;4.27;3.42;1.71;6.03;0;0;0
NL32;1.25552;0.941534;1.778631;0.368472;0.108539;0.651089;0.874128;0.820075;1.080958;0.01292;0.01292;0.046583;3.29;0.12;3.295;11.25346556;0.41046075;11.27056809;0.233913971;0.008531817;0.234269463;13.62;6.81;24.04;5.95;2.97;10.5;7.67;3.84;13.54;0;0;0;12.58;6.29;22.2;5.49;2.75;9.7;7.08;3.54;12.5;0;0;0
NL33;1.10465;0.778869;1.661406;0.415833;0.086547;0.759692;0.688817;0.692322;0.896569;0;0;0.005144;3.33;0.25;3.33;9.649974116;0.724472531;9.649974116;0.219512195;0.016479895;0.219512195;15.05;7.52;26.55;7.76;3.88;13.7;7.28;3.64;12.85;0;0;0;13.87;6.93;24.47;7.15;3.58;12.63;6.71;3.36;11.84;0;0;0
NL34;2.245758;1.919444;2.624992;0.543536;0.357911;0.749739;1.702222;1.561533;1.869669;0;0;0.005583;3.2;0.43;3.205;9.2732484;1.246092754;9.287737851;0.359348681;0.048287479;0.359910163;5.82;2.91;10.27;0.93;0.46;1.64;4.89;2.45;8.63;0;0;0;5.52;2.76;9.74;0.88;0.44;1.55;4.64;2.32;8.18;0;0;0
NL41;5.763789;4.336825;7.586158;4.037494;2.654175;5.408856;1.465614;1.421969;1.653897;0.26068;0.26068;0.523406;4.95;0.205;4.95;13.81933389;0.572315848;13.81933389;0.198198198;0.008208208;0.198198198;18.12;9.06;31.98;5.96;2.98;10.52;12.16;6.08;21.47;0;0;0;16.29;8.14;28.74;5.36;2.68;9.45;10.93;5.47;19.29;0;0;0
NL42;2.98857;2.600209;3.532225;1.818178;1.4614;2.190522;1.002089;0.970506;1.113433;0.168303;0.168303;0.228269;2.155;0.04;2.16;4.247505;0.07884;4.25736;0.19467028;0.003613369;0.195121951;8.47;4.23;14.94;2.72;1.36;4.8;5.75;2.87;10.14;0;0;0;7.68;3.84;13.55;2.47;1.23;4.35;5.21;2.61;9.2;0;0;0
PL11;8.725758;6.105522;13.994628;3.310886;2.164942;4.565978;5.056003;3.581711;6.808853;0.358869;0.358869;2.619797;5.67;6.68;36.3;12.26091506;14.44495813;78.49580543;0.062256382;0.073346143;0.398572605;63.11;31.56;111.38;6.06;3.03;10.7;57.05;28.52;100.67;0;0;0;58.7;29.35;103.59;5.64;2.82;9.95;53.06;26.53;93.64;0;0;0
PL12;14.256877;9.087644;26.750728;5.408364;3.417392;7.447758;8.334342;5.156081;15.148336;0.514172;0.514172;4.154633;9.29;10.745;55.975;21.04669581;24.34302976;126.8125724;0.052289421;0.060478991;0.315059241;104.62;52.31;184.63;12.77;6.38;22.53;91.86;45.93;162.1;0;0;0;95.28;47.64;168.14;11.63;5.81;20.52;83.65;41.83;147.63;0;0;0
PL21;5.054168;3.523985;9.474144;1.054753;0.622186;1.455539;3.628481;2.530864;5.485764;0.370935;0.370935;2.532842;1.229128677;1.417053309;8.768969673;2.51146498;2.895449295;17.91753838;0.016195121;0.018671234;0.115540809;43.57;21.78;76.89;7.84;3.92;13.83;35.73;17.87;63.05;0;0;0;39.72;19.86;70.1;7.15;3.57;12.61;32.58;16.29;57.49;0;0;0
PL22;5.26304;3.755251;10.334867;1.658233;1.176214;2.136739;3.118789;2.093019;4.514;0.486017;0.486017;3.684128;0.30474895;0.390703782;7.321788865;0.626598809;0.803331807;15.05443806;0.004943612;0.006337964;0.118773443;35.07;17.54;61.89;10.88;5.44;19.19;24.19;12.1;42.7;0;0;0;31.88;15.94;56.27;9.89;4.94;17.45;22;11;38.82;0;0;0
PL31;15.311452;11.225927;23.913111;3.647725;2.423575;4.9527;11.186575;8.3252;15.324658;0.477152;0.477152;3.635753;12.16;13.75;49.8;28.5915222;32.33005183;117.0935696;0.09682685;0.109487598;0.396544173;78.26;39.13;138.1;5.2;2.6;9.18;73.05;36.53;128.92;0;0;0;72.75;36.38;128.39;4.84;2.42;8.54;67.92;33.96;119.85;0;0;0
PL32;8.169561;5.909286;16.175292;1.796514;1.2982;2.285622;5.570025;3.808064;8.202075;0.803022;0.803022;5.687594;2.816572399;3.233083711;15.64990046;5.819527445;6.680112109;32.33541067;0.031671791;0.036355377;0.175979989;42.86;21.43;75.63;5.08;2.54;8.96;37.78;18.89;66.67;0;0;0;40.06;20.03;70.69;4.75;2.37;8.37;35.31;17.66;62.32;0;0;0
PL33;4.856504;3.232951;9.974286;1.360392;0.845442;1.871578;3.170242;2.061639;5.831706;0.325871;0.325871;2.271003;1.908001336;2.326382351;16.35823796;3.947362456;4.812928682;33.84268824;0.032660071;0.039821677;0.28001092;32.2;16.1;56.82;3.05;1.53;5.39;29.14;14.57;51.43;0;0;0;29.81;14.91;52.61;2.83;1.41;4.99;26.98;13.49;47.62;0;0;0
PL34;5.759747;4.107459;12.343294;1.372519;0.894253;2.138244;3.743531;2.569508;6.017883;0.643697;0.643697;4.187167;7.535;8.635;37;18.67966153;21.40661942;91.72494713;0.074537541;0.085418934;0.366010486;55.44;27.72;97.84;2.84;1.42;5.01;52.6;26.3;92.83;0;0;0;49.2;24.6;86.83;2.52;1.26;4.45;46.68;23.34;82.38;0;0;0
PL41;23.443348;17.314673;34.783775;9.402539;6.951286;11.894711;13.192722;9.5153;16.400856;0.848087;0.848087;6.488208;10.395;11.965;56.02;23.75181449;27.33914963;128.0016015;0.069680922;0.080205121;0.375519507;93.24;46.62;164.54;8.36;4.18;14.75;84.88;42.44;149.79;0;0;0;85.88;42.94;151.56;7.7;3.85;13.59;78.18;39.09;137.97;0;0;0
PL42;12.046021;8.417199;23.100142;4.923889;4.046419;5.824336;6.249092;3.497739;10.654553;0.87304;0.87304;6.621253;10.335;11.79;39.925;24.84380707;28.34141126;95.97377815;0.092421194;0.105432596;0.357031075;57.93;28.97;102.23;4.12;2.06;7.26;53.82;26.91;94.97;0;0;0;52.42;26.21;92.51;3.72;1.86;6.57;48.7;24.35;85.93;0;0;0
PL43;5.110446;3.512532;11.891317;2.051864;1.623458;2.503247;2.336822;1.167314;4.181661;0.72176;0.72176;5.206408;3.369941181;3.744764711;11.43905884;6.894281098;7.661101241;23.40221473;0.048293797;0.053665301;0.163930336;25.48;12.74;44.96;2.46;1.23;4.34;23.02;11.51;40.63;0;0;0;23.08;11.54;40.73;2.23;1.11;3.93;20.85;10.43;36.8;0;0;0
